Universidad de Origen:;Título:;Nº referencia de la solicitud:;Tipo:;Apellidos y Nombre/ Persona Jurídica:;Nombre/ Persona Jurídica-C2:;Nombre y apellidos-C2:;Solicitada:;Fecha solicitud:;Denegada:;Concedida:;Nº BOPI /Asiento registral/Registro VV:;¿Abandonada?;Códigos CIP:;Breve Descripción/Resumen:;Palabras Clave:;Clasificación: (Códigos UNESCO);País/es de prioridad:;Área Nacional;Área Europea;Área PCT;Otros (especificar);Posible aplicación industrial;Especificar el nº de referencia;Observaciones;Estudio previo (si/no);Plan de comecialización (si/no);Plan de negocio (si/no);S/N;Posible aplicación industrial:;Observaciones:
Salamanca;Enzima con actividad beta-(1.6) endoglucanas;9901747;Patente;Manuel Montero Macarro, Manuel Rey Barrero, Enrique Monte Vázquez, Antonio Llobell González.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;31/07/1999;NO;SI;2 164 545;NO;"C12N 9/24
C12N 15/56
A61K 38/47
A01N 63/02";"Enzimas con actividad beta-(1,6)-endoglucanasa. 
La invención se refiere a enzimas con actividad beta-(1,6)-endogluconasa, a construcciones de ADN que codifican para dichas enzimas, a métodos para la producción de dichas enzimas, a preparaciones enzimáticas que contienen dichas enzimas y al empleo de dichas enzimas y preparaciones de materiales que contiene beta-(1,6)-glucano
";biocontrol, fitopatología, biofertilizantes, secuenciación genómica, análisis funcional, agroalimentario;"3104
3104,04
2414,08
2414,1";España;SI;SI;NO;Europa;;00953199 (Europea);;;;;;Empresas agrícolas, de biocontrol, empresas de agropesticidas, bioinsecticidas, biofungicidas, fitoestimulantes;Licenciada por NBT
Salamanca;Procedimiento para el aislamiento y crecimiento de bacterias capaces de utilizar el manitol como fuente de carbono;9901455;Patente;Encarnación Velázquez Pérez, Eustaquio Martínez Molina, Pedro F. Mateos González, Andrés Chordi Corbo.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;30/06/1999;NO;SI;2 164 536;NO;"C12N 1/20
C12Q 1/24";"Procedimiento para el aislamiento y crecimiento de bacterias capaces de utilizar el manitol como fuente de carbono, en muestras de procedencia humana, animal, vegetal, industrial o medioambiental y, en general, de cualquier tipo de muestra. Comprende las etapas (i) sembrar un medio de cultivo que incluye: manitol, fosfato monopotásico, fosfato dipotásico, extracto de levadura, triptona, sales minerales, vitaminas, bien con una suspensión densa de la muestra o bien directamente con la propia muestra o con una colonia bacteriana aislada de dicha muestra; e ii) incubar el medio de cultivo así sembrada a la temperatura óptima de crecimiento para cada cepa bacteriana a estudiar";cepas bacterianas, manitol;"2414,04
2414,07
2414,08";España;SI;NO;NO;;;;;;;;;Biotecnología, enología, farmacéuticas, agroalimentaria, biosanitaria;
Salamanca;Procedimiento y medio de cultivo para la identificación de cocos y bacilos Gram positivos que producen alteraciones de alimentos, bebidas o medicamentos;9901454;Patente;Encarnación Velázquez Pérez, Eustaquio Martínez Molina, Pedro F. Mateos González, Andrés Chordi Corbo.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;30/06/1999;NO;SI;2 164 535;NO;C12Q 1/04;"Procedimiento para la identificación de cocos y bacilos Gram positivos y/o negativos que producen alteraciones de alimento, bebidas, cosméticos o medicamentos. Procedimiento y medio de cultivo para la identificación de cocos y bacilos Gram positivos y/o negativos que producen alteraciones de alimentos, bebidas o medicamentos; presentes en muestras clínicas o veterinarias, de alimentos tanto de origen animal como vegetal, de agua suelo, atmósfera y, en general, de cualquier tipo de muestra. Comprende las etapas de (a) aislar las bacterias en un medio sólido en placas adecuadas para su crecimiento a la temperatura y pH adecuados para cada cepa a aislar; (b) incubar el medio resultante; (c) realizar una tinción de Gram y una tinción de esporas; (d) sembrar a partir de este medio, una colonia o suspensión de bacterias en los medios de cultivo adecuados para la realización de las pruebas deseadas; y (e) identificar la bacteria aislada comparando los resultados de dichas pruebas con los de una base de datos patrones";detección de microorganismos;"2414,04
3206,05
3309,9
3309,15";España;SI;NO;NO;;;;;;;;;Control calidad de alimentos; Licencia en exclusiva para MICROKIT
Salamanca;Procedimiento y medio de cultivo para la identificación de Bacilos Gram positivos esporulados de la Familia Bacillaceae;9901456;Patente;Encarnación Velázquez Pérez, Eustaquio Martínez Molina, Pedro F. Mateos González, Andrés Chordi Corbo.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;30/06/1999;NO;SI;2 164 537;NO;C12Q 1/04;"Procedimiento para la identificación de bacilos Gram positivos esporulados de la Familia Bacillaceae. Procedimiento y medio para la identificación de bacilos Gram positivos esporulados de la Familia Bacillaceae, aerobios facultativos presentes en muestras clínicas o veterinarias, de alimentos tanto de origen vegetal como animal, de agua, suelo, atmósfera y, en general, de cualquier tipo de muestra. Comprende las etapas de (a) aislar la bacterias en un medio sólido en placas adecuado para su crecimiento a la temperatura y pH adecuados para cada cepa a aislar; (b) incubar el medio resultante; (c) realizar una tinción de Gram y una tinción de esporas y (d) sembrar, a partir de este medio, una colonia de suspensión de bacilos Gram positivos esporulados en los medios de cultivo adecuados para la realización de las pruebas deseadas; y (e) identificar la cepa aislada comprobando los resultados de dichas pruebas con los de una base de datos patrones";detección de microorganismos;"2414,04
3206,05
3309,9
3309,15";España;SI;NO;NO;;;;;;;;;Control calidad de alimentos; Licencia en exclusiva para MICROKIT
Salamanca;Procedimiento para el estudio de la activación funcional de Leucocitos Plaquetas y otras células;9901181;Patente;Alberto Orfao de Matos, Atanasio Pandiella Alonso.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;31/05/1999;NO;SI;2 178 517;NO;"G01N 33/577
G01N 33/58
C12Q 1/37
G01N 33/68
G01N 33/569
G01N 30/80";"Procedimiento para el estudio de la activación funcional de leucocitos, plaquetas y otras células, producida in vivo o inducida in vitro, basada en la estabilización de proteínas de membrana citoplasmática y su detección mediante técnicas de citometría cuantitativa sin manipulación adicional de la muestra que comprende las etapas de: a) incubar la muestra de forma secuencial con un inhibidor o una mezcla de inhibidores específicos de proteasas y con una mezcla de anticuerpos conjugados directamente con fluorocromos; b) medir mediante citometría cuantitativa las emisiones fluorescentes de los fluorocromos unidos a las células a través de anticuerpos; c) analizar los resultados obtenidos mediante análisis multiparamétrico para identificar las subpoblaciones celulares de interés y dentro de ellas las que expresan las proteínas de membrana estabilizadas cuantificando su expresión de forma objetiva en base a la intensidad de fluorescencia detectada";citometria de flujo, análisis inmunofenotípico, separación celular, ADN, FISH, genómica, clonalidad;"3207
3207,08
3205,04";España;SI;SI;NO;EE UU ;;"00500083.1 (Europea)
09/583.172 (EE UU)";;;;;;Farmacéuticas y Biotecnológicas;Licenciada por CYTOGNOS
Salamanca;Procedimiento y aparato para la producción de carbón activo;9801552;Patente;Francisco Salvador Palacios, Carmen Sánchez Jiménez, Mª Dolores Merchán Moreno, Aurelio Salvador Palacios.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;23/07/1998;NO;SI;2 115 746;NO;C01B 31/08;Procedimiento y aparato para la producción de carbón activo, que comprende las etapas de carbonizar el material de partida y activar el material carbonizado. En la etapa de activación del carbonizado se emplea, como agente activante, agua y/o dióxido de carbono en estado supercrítico;carbón activo, detergentes;"2210
2307
2210,03
2210,15";España;SI;SI;NO;EEUU;;"98500258.3 (Europea)
6239067(EEUU";;;;;;Detergentes; 
Salamanca;Procedimiento para la regeneración de catalizadores y materiales adsorbentes;9601560;Patente;Francisco Salvador Palacios, Carmen Sánchez Jiménez.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;04/07/1997;NO;SI;2 127 113;NO;"B01J 38/48
B01J 20/34";Procedimiento para la regeneración de catalizadores y materiales adsorbentes, que comprende la desorción térmica de las sustancias adsorbidas, con agua en estado líquido a elevada temperatura o con agua en estado supercrítico, carente de agentes oxidantes;regeneración de materiales adsorbentes;"2210
2210.15";España;SI;SI;NO;EE UU;;"97500119.9 (Europea)
5.998.324 (EE UU)";;;;;;Regeneración de catalizadores y materiales adsorbentes;
Salamanca;Cepa bacteriana capaz de metabolizar colorantes textiles;9701304;Patente;Carlos Costa Pérez, Mª Carmen Márquez Moreno.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;16/06/1997;NO;SI;2 127 703;NO;C02F 3/34;Cepa bacteriana capaz de metabolizar colorantes textiles. La bacteria fue obtenida en una planta piloto de fangos activos utilizada en el tratamiento de un agua residual textil y seleccionada en medio sólido para su posterior aislamiento e identificación. Las reacciones bioquímicas de identificación (API 20E y pruebas complementarias) indican que la especie seleccionada es Pseudomonas putida. Su aplicación para la eliminación de colorantes de las aguas residuales textiles permite la degradación de este tipo de moléculas que plantean importantes problemas medioambientales;colorantes textiles, aguas residuales, medioambiente;"3308,02
3308,07
330810";España;SI;NO;NO;;;9600468;;;;;;Tratamiento de aguas residuales;
Salamanca;Máquina para el prensado de botes de cuajada para la obtención de queso;9700924;Patente;Pablo Frechilla Fernández, Juan Carlos Diego Ramos, Rubén Mateos Fuentes, Santiago Martín Gómez, José David Rodríguez Miranda.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";;29/04/1997;NO;SI;2 151 346;NO;A01J 25/15;Máquina para el prensado de botes de cuajada para la obtención de queso, compuesta por módulos (1 y 2), cada uno de los cuales incluye dos o más prensas de colchón independientes situadas en niveles diferentes. El conjunto dispone de una cantidad de alimentación (4) de botes a las diferentes prensas, y una unidad de extracción (5) de los botes ya prensados. En cada nivel la prensa está compuesta por una cinta transportadora inferior (6) y una serie de mangueras neumáticas superiores (7).;queso;"3104,02
3104,1
3309,09";España;SI;NO;NO;;;;;;;;;Obtención de queso;
Salamanca;Procedimiento para la obtención de magnesio;9700465;Patente;Jorge Cuellar Antequera.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;04/03/1997;NO;SI;2 125 829;NO;C22B 26/22;Procedimiento para la obtención de magnesio, a la presión atmosférica, por reducción de su óxido, mediante agentes reductores que contienen aluminio, en un horno de inducción. El procedimiento se efectúa en un horno de inducción cerrado a la atmósfera, pero conectado a través de un conducto con una cámara de condensación, alimentándose el horno con agentes oxidantes, que contienen óxido de magnesio y con agentes reductores, que contienen aluminio, y calentándose la mezcla de agentes oxidantes y reductores mediante transferencia de calor desde el aluminio el cual, a su vez, se calienta debido al movimiento de sus electrones provocado por la existencia del campo magnético alternante del horno de inducción. Una vez caliente la mezcla reaccionante se producirá el magnesio en forma de vapor, que se moverá desde la zona de reacción hasta la cámara de condensación, en donde condensará;magnesio;3308;España;SI;NO;NO;;;;;;;;;Obtención de magnesio;
Salamanca;Procedimiento para la obtención de complejos fármaco-arcilla y aplicaciones de los complejos así obtenidos;9602765;Patente;Carmen Del Hoyo Martínez, María Ángeles Vicente Hernández, Vicente Rives Arnau.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;31/12/1996;NO;SI;2 162 506;NO;"A61K 7/42
A61K 7/44";"Procedimiento para la obtención de complejos fármaco-arcilla y aplicaciones de los complejos así obtenidos.El procedimiento puede llevarse a cabo por ?vía seca o molienda? o por ?fusión?, comprendiendo la primera alternativa la molienda conjunta de la arcilla y el fármaco en un molino, durante el período de tiempo prolongado que se controla por espectroscopía ultravioleta siendo el producto resultante directamente de la molienda el citado complejo; y comprendiendo la segunda alternativa el contacto del fármaco y la arcilla en el interior de un horno a la temperatura de fusión del fármaco durantes 24 horas aproximadamente. Aplicación Dermocosmética";complejos fármaco-arcilla, dermocosmética;"2303
2390
2390,01";España;SI;NO;NO;;;;;;;;;En dermocosmética;
Salamanca;Procedimiento de medida de flujos energéticos a partir de materiales heterogéneos;9601791;Patente;Mª Ángeles Vicente Hernández, Miguel Tapia Cid, Adolfo Carlos Iñigo Iñigo, Vicente Rives Arnau.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;09/08/1996;NO;SI;2 119 694;NO;G 01K 17/00, ;Procedimiento de medida de flujos energéticos a partir de materiales heterogéneos. Procedimiento basado en la captación de energía de una superficie de un material que se realiza mediante células recubiertas con una capa de material, lo más fina posible, y se colocan sobre un bloque del mismo material. El contacto entre la célula y la piedra se realiza con una interfase de un material de elevada conductividad térmica, tal como óxido de zinc mezclado con silicona. Una serie de sensores situados respectivamente en la superficie externa de la piedra, en contacto con la célula y en el interior del bloque de piedra a distintas profundidades, detecta el paso de la energía a través del material objeto de estudio.;flujos energéticos, materiales ;"2210,05
2210,09
2303";España;SI;NO;NO;;;;;;;;;Automoción, construcción, materiales, catalizadores, nanocomposites, ;
Salamanca;Procedimiento para el estudio del ciclo celular de subpoblaciones de células presentes en muestras celulares heterogéneas;9600715;Patente;Alberto Orfao de Matos.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;26/03/1996;NO;SI;2 112 211;NO;"C12Q 1/04
C12N 5/10
G01N 33/533";"Procedimiento para el estudio del ciclo celular de subpoblaciones de células presentes en muestra celulares heterogéneas.
Comprende: incubar la muestra de forma secuencial con: 1) un pool de anticuerpos monoclonales diferentes marcados con un mismo fluorocromo, y 2) con un fluorocromo que se une de forma específica a ácidos nucléicos; medir por citometría de flujo las emisiones fluorescentes: determinar el ciclo celular de forma específica de las subpoblaciones de células de la muestra identificadas mediante análisis multiparamétrico que permite conocer todos los tipos celulares identificando: la proporción de células en fase G0/G1. de síntesis de ADN (S) y G2 mitosis (G2/M) del ciclo celular
";citometria de flujo, análisis inmunofenotípico, separación celular, ADN, FISH, genómica, clonalidad;"3207
3207,08
3205,04";España;SI;SI;NO;Europa;;97500058-9 (Europea);;;;;;Farmacéuticas y Biotecnológicas;Licenciada por CYTOGNOS
Salamanca;Formulación líquida a base de hongos filamentosos trichoderma harzianum y trichoderma vírica;9502266;Patente;Enrique Monte Vázquez, Isabel García Ancha, Isabel Grondona España.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;07/11/1995;NO;SI;2 109 182;NO;"A01N 63/04
C12N 1/14
C12R 1:885";"Formulación líquida a base de hongos filamentosos trichoderma harzianum y trichoderma vírica.
Comprende fuentes de carbono, sales minerales y trazas de elementos como nutrientes orgánicos e inorgánicos, y estructuras vegetativas y reproductoras de cepas del hongo filamentos Trichoderma harzianum Rifai identificadas como Trichoderma harzianum IMI 352939, Trichoderna harzianum IMI 352940, Trichoderma harzianum IMI 352941; Y Trichoderma harzianum CECT 20179; y Trichoderma viride CECT 20178.
La formulación es útil como agente de control biológico, frente a enfermedades de vegetales y material vegetal y biodeterioro producidos o transmitidos por hongos filamentosos y otros enemigos de las plantas, y como agente de bioloxiviación
";biocontrol, fitopatología, Trichoderma, enzimas hidrolíticas, antibióticos, biofertilizantes, secuenciación genómica, análisis funcional;"3104
3104,04
2414,08
2414,1";España;SI;NO;NO;;;;;;;;;Empresas agrícolas, de biocontrol, empresas de agropesticidas, bioinsecticidas, biofungicidas, fitoestimulantes;Licenciada por NBT
Salamanca;Método para la caracterización y diferenciación del cerdo ibérico en función de la dieta;9502032;Patente;Inmaculada González Martín, Claudio González Pérez, Jesús Hernández Méndez, Clemente Recio Hernández, Eduardo Sabio Rey.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;19/10/1995;NO;SI;ES 2 100 130;NO;"G01N 30/72
B01D 59/44";Método para la caracterización y diferenciación del cerdo ibérico en función de la dieta. Comprende quemar una muestra de tejido adiposo problema junta con CuO en exceso bajo vacío en una ampolla de cuarzo. Una vez frío el tubo de reacción se liberan los gases producidos en la combustión de la materia orgánica de la muestra. El H2O resultante se elimina por congelación en alto vacío. El CO2 procedente de la combustión se congela en nitrógeno líquido, se recoge y analiza en un espectrómetro de masas de relaciones isotópicas. ;cerdo, dieta;"3104,06
3104,08
2301";España;SI;NO;NO;;;;;;;;;Alimentación, control de calidad y segurida alimentaria;
Salamanca;Filtro de mallas magnetizables permanentes y no permanentes para la captura de partículas paramagnéticas y ferromagnéticas;9501863;Patente;Eladio A. Jaraiz Maldonado, Angel M. Estévez Sánchez, Audelino Alvaro Navarro, Jesús María Rodríguez Sánchez, Javier R. Sánchez Martin.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;20/09/1995;NO;SI;2 114 453;NO;"B 01D 35/06 
B 03C 1/00, ";Filtro de mallas magnetizables permanentes y no permanentes para la captura de partículas paramagnéticas y ferromagnéticas. Dispositivo y procedimiento para la filtración de fluidos que contengan partículas paramagnéticas y ferromagnéticas. Comprende una entrada de fluido sucio hasta una cámara de expansión donde se decantan las partículas más grandes hacia el colector de partículas. Utiliza como medio filtrante una o varias mallas de material magnetizable permanente o temporalmente a través de las cuales pasa el fluido. Las partículas contenidas en el fluido quedan retenidas en las mallas por acción de un campo magnético producido por las mallas, estas son magnetizadas por un imán o bobina que posee a su alrededor una carcasa de hierro para aumentar la eficacia del campo. El fluido filtrado pasa a una cámara saliendo del dispositivo a través de los conductores de salida. La filtración se realiza aplicando un campo magnético de forma continua o bien utilizando el campo magnético solamente al principio para magnetizar las mallas de forma permanente, dependiendo del material utilizado en la construcción de las mallas. La limpieza se realiza desmagnetizando las mallas y haciendo circular fluido a presión en sentido contrario al de la filtración a través de unas boquillas.;filtro, mallas, magnetizables;"3303
2212,01";España;SI;NO;NO;;;;;;;;;Conductores, informática, ;
Salamanca;Procedimiento y medios de cultivo para la identificación de levaduras;9501144;Patente;Andrés Chordi Corbo, Enrique Monte Vázquez, Encarnación Velázquez, José Mª Cruz Sánchez, Pedro F. Mateos González.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;08/06/1995;NO;SI;2 093 568;NO;"C12Q 1/04
C12N 1/16";"Procedimiento y medios para la identificación de levaduras.
Comprende aislar las levaduras en un medio adecuado para su crecimiento a la temperatura y pH adecuados para cada cepa aislada; incubar el medio resultante; y sembrar, a partir de este medio, una colonia o suspensión en los medios de cultivo adecuados para la realización de las pruebas deseadas
";biocontrol, fitopatología, biofertilizantes, secuenciación genómica, análisis funcional, agroalimentario;"3104
3104,04
2414,08
2414,1";España;SI;NO;NO;;;;;;;;;Empresas agrícolas, de biocontrol, empresas de agropesticidas, bioinsecticidas, biofungicidas, fitoestimulantes;Licenciada por MICROKIT
Salamanca;Procedimiento y aparato de desorción térmica programada;9500669;Patente;Francisco Salvador Palacios, Mª Dolores Merchán Moreno, Carmen Sánchez Jiménez.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;04/04/1995;NO;SI;2 117 537;NO;G01N 30/00;Mejoras en la patente núm. 9201729 presentada el 10 de julio de 1992, relativa a un ?Procedimiento y aparato de desorción térmica programada?, cuyo procedimiento comprende el calentamiento de la muestra a desorber en una cámara (3) a través de la que se hace circular un líquido capaz de disolver los sustancias desorbidas, el cual se hace pasar por una zona de concentración (7) en la que se retienen las sustancias extraídas a lo largo del proceso, las cuales son posteriormente disueltas y arrastradas por un líquido, para su introducción en una columna de cromatografía líquida (9), donde son separadas para su ulterior análisis;procedimiento para la desorción térmica programada;"2210
2210.15";España;SI;SI;NO;EE UU;;"93500099-2 (Europea)
5,400,642 (EE UU)
9201729 (de adición a la patente)";;;;;;Aplicaciones con fluidos supercríticos. Laboratorio de servicios (estudios analíticos y consultoría sobre carbón activado);
Salamanca;Método de diagnóstico serológico in vitro de la dirofilariosis humana;9401426;Patente;Fernando Simón Martín, Antonio Muro Álvarez, Miguel Cordero Sánchez, Lorena Perera Madrazo.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;30/06/1994;NO;SI;ES 2 088 361;NO;G01N 33/535;"Método de diagnóstico in vitro de la dirofilariosis pulmonar humana, mediante el uso del test serológico enzimoinmunoelectrotransfer blot (EITB) y suero del individuo sospechoso de padecer dirofilariosis pulmonar humana. Comprende las etapas de (a) someter el extracto antigénico de vermes adultos de D. immnitis a electroforesis en gel de poliacrilamida 12%; (b) electrotransferir las proteínas así separadas a nitrocelulosa; (c) hacer reaccionar las proteínas transferidas a nitrocelulosa con suero problema; y (d) revelar la reacción por incubación de la nitrocelulosa con un sustrato y posterior detección de la reacción con agua destilada.";dirofilariosis, serológico, EITB, inmunología;"2412
3207,12";España;SI;NO;NO;;;;;;;;;Biotecnología, agroalimentaria, farmacéuticas;
Salamanca;Nuevos complejos de coordinación de metales de transición con actividad citostática;9401425;Patente;José Juan García Marín, Julio José Criado Talavera.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;30/06/1994;NO;SI;2 097 085;;"C 07J 9/00 
C 07J 51/00 
A 61K 31/575 ";"Nuevos complejos de coordinación de metales de transición con actividad citostática, de fórmula general (AB)xM(L)n-x, en donde M es un metal de transición elegido del grupo consistente en Pt (II), Pd (II) y Au (III); (AB) representa moléculas de ácido biliar, iguales o diferentes entre sí; x es el número de tales moléculas de ácido biliar (AB) y está comprendido entre 1 y el número de sitios de enlace (n) del átomo metálico (M); y (L) representa uno o más ligandos que ocupan el resto de los sitios de enlace del metal (n-x)";complejos de coordinación, metales, citostática;;España;NO;NO;NO;;;;;;;;;Biotecnología;
Salamanca;Simultaneouos quantification of PIG-A associated proteins in red cells, platelets and leukocyte subsets using a single measurement ;7358059;Patente;Alberto Orfao De Matos.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;04/10/1993;NO;SI;;NO;G 01N 33/569, G 01N33/80, G01N33/53, G01N33/567, C 07K 16/46;"La presente invención relaciona generalmente un procedimiento para la cuantificación simultánea por lo menos de dos proteínas asociadas glycan de la clase A (PIG-A) de la complementación del diferente phosphatidyl-inositol en las glóbulos rojos, las plaquetas y los subconjuntos principales del leucocito (incluyendo linfocitos, monocitos, neutrófilos y eosinphils) presentes en sangre, usando una única medición
";cuantificar, proteína de PIG-A, glóbulos rojos, plaquetas, linfocitos, monocitos, neutrófilos y eosinófilos;"3201
3201,03
3207,03
3207,13";EE UU;NO;SI;NO;;;"US20030338034 20030108 
US20020346297P 20020109 ";;;;;;Farmacéuticas, Ensayos clínicos, Empresas Biomédicas, Biotecnológicas, ;
Salamanca;Japón;116;Registro de Propiedad intelectual;Francisco García Gómez.;UNIVERSIDAD DE SALAMANCA;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;05/04/1993;NO;SI;1994/13051;NO;;Lámina en tinta china de la fachada del edificio histórico de la Universidad de Salamanca;Dibujo, fachada universidad de salamanca;6203,04;;;;;;;;;;;;;Artes gráficas, arte;SI
Salamanca;Procedimiento para la cuantificación simultánea en una sola medición de los principales tipos de linfocitos humanos y sus subpoblaciones;9300001;Patente;Alberto Orfao de Matos.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;10/12/1992;NO;SI;2 051 651;NO;"G01N 33/58
G01N 33/577";"Procedimiento para la cuantificación simultánea, en una sola medición, de los principales tipos de linfocitos humanos y sus subpoblaciones. Comprende: incubar la muestra de sangre con cinco anticuerpos monoclonales diferentes marcados con tres sustancias fluorescentes distintas; medir por citometría de flujo las tres emisiones fluorescentes diferentes; y analizar los resultados obtenidos mediante análisis multiparamétrico para determinar la presencia/ausencia en las células de una secuencia fluorescente concreta y la intensidad de ésta en cada célula";citometría de flujo, análisis inmunofenotípico, separación celular, ADN, FISH, genómica, clonalidad;"3207
3207,08
3205,04";España;SI;SI;NO;EE UU;;"93500135-4 (Europea)
5.538.855 (EE UU)";;;;;;Farmacéuticas y Biotecnológicas;Licenciada por BECTON DICKINSON S.A.
Salamanca;Dispositivo y procedimiento para la filtración y recuperación simultánea de calor de corrientes fluidas;9102728;Patente;Eladio Jaraíz Maldonado, Angel Miguel Estévez Sánchez, Jorge Cuéllar Antequera, Agustín Macías Machín.;Universidad de Salamanca;"Alfredo Mateos García
923294490
--
estrategiaue@universitas.usal.es
Fundación General de la Universidad de Salamanca.
C/ Fonseca, nº 2
37002 Salamanca";SI;14/11/1991;NO;SI;2 074 391;NO;;Dispositivo y procedimiento para la filtración y recuperación simultánea de corrientes fluidas en continuo, utilizando un lecho móvil de pequeñas partículas de material magnético actuando como elemento filtrante y conductor intermediario del calor entre una corriente fluida, caliente y sucia, que entra al dispositivo por la conducción y sale fría y limpia por la conducción, y otra corriente fría que entra por la conducción sale caliente por la misma, caracterizándose este dispositivo porque el caudal másico del lecho móvil puede regularse mediante válvulas magnéticas de sólidos y porque su limpieza se logra mediante unos elementos fijos, unos campos magnéticos pulsantes producidos por botinas y un colector de suciedad realizándose la recirculación del lecho mediante campos magnéticos pulsantes producidos por las bobinas, o también por transporte neumático o mecánico;dispositivo de filtración y recuperación de calor ;"3303
3303,11
3303,04
3303,03";España;SI;NO;NO;;;;;;;;;Medio ambiente;
Pontificia de Salamanca;Sistema inteligente de monitorización del consumo eléctrico para la prevención de la muerte en soledad;P202131161;Patente;Daniel Hernández de la Iglesia, Jorge Chamorro Sánchez, Ana Zulima Iglesias Cruz, Alfonso José López Rivero, Fernando Lobato Alejano, Vidal Alonso Secades, Marcelo Vallejo García, Sergio López García.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";;;;;;;;;;;;;;;;;;;;;;;;
